name,artist,album,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Intro,Logic,Under Pressure (Deluxe),4nkRk3BRQaW941xxtZVBew,0.511,0.413,2,-10.839,0.0725,0.603,0.0,0.219,0.736,80.595,182800
Ow My Feelings,Periphery,Periphery,315EtZZRFgDuznpmL066zk,0.305,0.993,1,-4.732,0.199,7.32e-05,2.46e-05,0.159,0.066,192.062,366580
Honest,San Holo,Honest,1k3J7o5b0tDUzbllLycVUJ,0.45,0.771,11,-4.588,0.106,0.433,0.0,0.204,0.41,150.024,228000
Moon Rider (feat. Wrabel),Jai Wolf,Moon Rider (feat. Wrabel),3PP9CXeE0PYaM5GIGQqBIV,0.572,0.57,4,-6.99,0.0251,0.0436,0.0585,0.122,0.279,104.982,218000
Found You,Silicone Boone,The Reaches,02PUAj374u2TuP8KdQ0jB8,0.375,0.709,8,-5.697,0.0337,0.00464,0.00998,0.0788,0.205,155.941,243232
Passenger Seat,Charli Adams,Good At Being Young EP,7bUybj7a6Ua84s26jVK7E7,0.424,0.483,1,-10.02,0.0296,0.574,0.000207,0.148,0.225,139.78,245751
Bad Caffeine,Charli Adams,Bad Caffeine,4wr8oaLpjzdXamuobDBUCH,0.462,0.893,1,-5.041,0.0585,0.00492,2.98e-06,0.157,0.353,139.988,253018
Time Is Dancing - Live,Ben Howard,Spotify Sessions (Live),356JjgBYKPIaESCJFOuuRa,0.567,0.509,10,-7.434,0.0303,0.935,0.786,0.709,0.384,76.798,258773
Graceland Too,Phoebe Bridgers,Punisher,44spdItKKM7rOtKswbBG0U,0.44,0.34,10,-10.37,0.0293,0.872,0.0,0.116,0.361,150.128,236350
Jacob from the Bible,Jake Wesley Rogers,Jacob from the Bible,0WZTXR2bqWdnTAAG23Kcol,0.324,0.342,0,-10.534,0.0312,0.0648,0.0,0.0847,0.0792,133.935,223613
Love You For A Long Time,Maggie Rogers,Love You For A Long Time,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,0.0323,0.164,0.00283,0.109,0.822,112.993,223120
WILDFIRE,Jim Yosef,WILDFIRE,5HnioK8yPcyuKtV55O6QTW,0.253,0.787,8,-6.071,0.124,0.021,0.0,0.138,0.252,160.961,183758
Stars,Diamond Eyes,Stars,6ycR39gJUREuGH48AOZH6l,0.292,0.813,7,-4.072,0.0377,0.00417,0.000436,0.0933,0.343,144.85,228414
Strength and Beauty,Citizens,Strength and Beauty,6rWA2cE5TF6m1srLguuOaI,0.339,0.317,5,-10.718,0.0347,0.169,0.0108,0.246,0.0815,111.929,359409
Bad Caffeine,Charli Adams,Good At Being Young EP,1kCKvwj8xqjXUNyFW0kRal,0.462,0.893,1,-5.041,0.0585,0.00492,2.98e-06,0.157,0.353,139.988,253018
TESSELLATE,BAYNK,TESSELLATE,7cD5QLy657vZnf4fAtK622,0.79,0.305,9,-11.344,0.069,0.529,0.0167,0.54,0.0755,115.982,254715
End Of The Affair,Ben Howard,I Forget Where We Were,0vqXG66zkKynUS0aJs9FyR,0.369,0.367,2,-10.665,0.0369,0.512,0.203,0.11,0.0496,136.095,466040
Heave Ho,Ben Howard,Heave Ho,2IVwFnibBmmS52hYrlzyE1,0.54,0.478,0,-9.676,0.0288,0.00606,0.837,0.344,0.0481,139.994,378739
Opaline,Novo Amor,Opaline,7qPGnjxHQNIv4zlnk6LxZW,0.367,0.337,1,-9.857,0.0326,0.955,0.117,0.0869,0.283,181.868,192040
Sway - Chainsmokers Remix,Anna of the North,Sway (Chainsmokers Remix),08qjPXZBdEyif5PxU2AY9S,0.673,0.795,2,-6.21,0.0309,0.0555,0.0111,0.117,0.437,105.025,180571
In Flames,Dabin,Pyres,5W8DSMQe7cbTtKTHY0yEnP,0.481,0.729,5,-4.351,0.0365,0.00833,0.0,0.103,0.297,91.985,204783
Ain't Nobody Perfect,Aeden,Ain't Nobody Perfect,2d6cSVCp148qYYYhGtdzfV,0.586,0.716,11,-6.782,0.0454,0.0343,2.11e-06,0.123,0.49,75.008,148300
Kaleidoscope,Kasbo,Kaleidoscope,771VM7M4WVeQrduklmMdYG,0.544,0.442,4,-6.686,0.0356,0.0753,0.0276,0.107,0.0771,160.062,302208
Coma / Smoke,Hailaker,Hailaker,1oM6lNCuv3ymSZ9VwcqmyW,0.38,0.355,3,-11.884,0.0322,0.942,0.00624,0.105,0.191,87.932,267493
Crawl Outta Love,ILLENIUM,Awake,0q7oMII7kWTj1ZSX6GT6LU,0.376,0.723,7,-2.951,0.046,0.178,0.0,0.0815,0.167,84.146,242012
Oceans,RY X,Oceans,2eVofaQRJvddSUBfcub7Gz,0.659,0.387,6,-13.172,0.0335,0.467,0.692,0.0839,0.0779,114.989,279573
Line Of Sight (feat. WYNNE & Mansionair),ODESZA,A Moment Apart,2WWfjbHALIb3e7FMcj9mr4,0.558,0.733,8,-6.65,0.0693,0.0334,0.00193,0.193,0.173,89.992,237140
The Last Ones Standing,Tep No,The Last Ones Standing,4X6wMQec2NHdBhEGUwqUFV,0.755,0.724,3,-5.97,0.0458,0.356,0.00324,0.0742,0.505,110.946,208386
Anywhere,Attom,Anywhere,6J9QlwHDCFkUrMGzxSQV2A,0.561,0.833,9,-5.933,0.0596,0.042,0.000318,0.103,0.149,111.992,189643
So Hot You're Hurting My Feelings,Caroline Polachek,Pang,5B6Kjha6RRIMWGN7zGsAaT,0.795,0.576,6,-4.971,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,183861
Yellow,Emmit Fenn,Yellow,0zDDc616MQciHCOLiPDacv,0.592,0.348,8,-13.982,0.0282,0.528,0.383,0.098,0.161,110.009,272727
Fading,Vallis Alps,Fading,2fKEunM0KZVpVLwlvmVlDZ,0.662,0.482,9,-9.786,0.0464,0.515,0.00553,0.119,0.294,98.05,280055
Inside Out (feat. Charlee),The Chainsmokers,Inside Out (feat. Charlee),7sG2bWi2eDtvX9vX8yC1Gn,0.545,0.65,7,-5.853,0.0315,0.00308,7.98e-06,0.122,0.121,143.937,233773
The Hype,Twenty One Pilots,The Hype (Berlin),32OPMmonmxk7lLIvuKXZAz,0.529,0.808,9,-6.14,0.047,0.0114,0.000304,0.37,0.394,87.042,265375
Sexual,NEIKED,Sexual,5fKBwqSTuCbnJlCOpeRa3o,0.797,0.567,2,-7.503,0.0651,0.0692,0.0,0.0705,0.843,108.024,188889
Falls (feat. Sasha Sloan),ODESZA,A Moment Apart,6oNZ0WxqptE7V0qpjtyJ4a,0.294,0.697,6,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566,232937
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,3sTN90bIP2cJ1783ctHykO,0.625,0.763,8,-4.997,0.129,0.147,0.0106,0.214,0.721,88.753,192160
La Lune (feat. Dan Smith),Madeon,Adventure (Deluxe),1UCDE2UIE5cC6B1o0nsrSv,0.46,0.736,9,-3.039,0.0303,0.0558,6.68e-06,0.216,0.253,139.905,219840
Make You Feel - Kerala Remix,Alina Baraz,Urban Flora (Remixes),0Qx8jvheNuGmtdozRDrsNQ,0.645,0.885,8,-5.351,0.0289,0.0559,0.0309,0.0741,0.354,109.968,186545
Blind Leading The Blind,Mumford & Sons,Blind Leading The Blind,2WbrVeftLDcSAfQBHxA9P4,0.554,0.81,6,-5.791,0.0672,0.124,0.0509,0.233,0.23,104.181,224703
This Too Shall Last,Anderson East,Encore,0CuXzMEgFzuQhLEYQHYas4,0.503,0.49,4,-8.553,0.0279,0.323,0.799,0.0873,0.68,148.884,222400
Dreams pt. II,Lost Sky,Dreams pt. II,6hwF25W29VOWw1nZ76EAXY,0.52,0.882,8,-4.813,0.0363,0.0257,0.000128,0.112,0.511,144.937,215197
Call Me Back,Young the Giant,Mirror Master,14KP6cmTImZmrcAC5m0Azd,0.75,0.365,7,-6.741,0.0372,0.202,0.0082,0.122,0.101,89.981,237747
Sunset Lover,Petit Biscuit,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,6,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,237793
Us,Anna of the North,Us,6lQeSVbeV8ySJrn1wXzdIi,0.597,0.659,9,-7.885,0.0359,0.0209,7.07e-05,0.285,0.379,105.054,210713
Thru,Vallis Alps,Vallis Alps,2k80B1DEqJFUG4L5LUa6Mv,0.506,0.381,8,-10.538,0.0645,0.716,0.00914,0.0911,0.235,140.072,253568
When Am I Gonna Lose You,Local Natives,Violet Street,5wCVLW9qMtIY9IkBeyYnh6,0.452,0.834,11,-4.657,0.0967,0.0417,0.00036,0.119,0.514,142.088,264213
Sad Machine,Porter Robinson,Worlds,1JY6B9ILvmRla2IKKRZvnH,0.47,0.706,0,-4.902,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,350690
Found You,Kasbo,Found You,05IyD7K9Q4lgu8W4Xfi9Lx,0.478,0.634,0,-6.092,0.0728,0.395,0.00889,0.599,0.121,180.185,196010
Free Fall,ILLENIUM,Awake,4ZAerT2NicBmzZ4VkpmWEn,0.429,0.524,2,-4.399,0.0383,0.458,6.17e-05,0.124,0.227,133.97,205970
11 Hours - Branchez Remix,Wet,11 Hours (Branchez Remix),1BzdE75pSHlsqF2roxxEWk,0.687,0.352,8,-8.229,0.0759,0.626,0.000151,0.133,0.155,122.955,156213
Dive Deep (Hushed),Andrew Belle,Dive Deep (Hushed),4VbDTk82rqWqVgoQC93CkC,0.507,0.378,9,-9.019,0.0332,0.852,0.000212,0.0937,0.085,135.86,218532
Black Panther,Kendrick Lamar,Black Panther The Album Music From And Inspired By,5qN4HFkapdAOV94XPryVof,0.618,0.582,1,-9.454,0.297,0.625,3.84e-06,0.265,0.48,90.035,130613
Fallen From The Sky,Glen Hansard,Music From The Motion Picture Once,443mys5890w6L7hGLgmL2w,0.728,0.54,4,-9.403,0.0295,0.519,2.75e-05,0.0718,0.966,113.04,205040
Whole Life Story,Passion Pit,Kindred,3ZdtwUI2bPlq409wroQRmK,0.643,0.844,9,-3.687,0.0337,0.261,0.0,0.0925,0.793,104.993,198027
Paramedic!,Kendrick Lamar,Black Panther The Album Music From And Inspired By,2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,1,-5.324,0.143,0.177,0.0,0.193,0.471,97.017,219307
The Journey,Tom Misch,Beat Tape 2,1R2CpJXwERlLURyKaE1nWr,0.625,0.398,9,-10.218,0.0338,0.279,0.747,0.0893,0.265,86.992,266820
Same Drugs,Chance the Rapper,Coloring Book,6m9qPYXmhge2QhBLfFKnVF,0.461,0.293,6,-9.52,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,257775
To Kingdom Come,Passion Pit,Manners,048AQ5XBnvStuTn7X2pGSY,0.538,0.804,11,-4.602,0.0291,0.00805,8.09e-06,0.148,0.718,91.99,247533
Baby Don't Leave Me Alone With My Thoughts,Lake Street Dive,Free Yourself Up,6pro0cjgB0tU0V1tifYA2i,0.673,0.737,11,-4.201,0.0507,0.396,1.19e-05,0.0947,0.586,99.725,213933
Blessings (feat. Jamila Woods),Chance the Rapper,Coloring Book,2VQc9orzwE6a5qFfy54P6e,0.714,0.343,10,-7.641,0.38,0.723,5.48e-06,0.102,0.372,72.348,221940
Looks Like Rain,Passion Pit,Kindred,0zOn9umVAP1HwtWAbApuFB,0.385,0.711,0,-5.736,0.0588,0.0167,0.0,0.11,0.331,187.717,235293
dlwlrma,IU,Palette,4NPARrLIbtMl29ZJv8ESr2,0.738,0.641,4,-3.44,0.0475,0.315,0.0,0.114,0.631,119.867,176099
Swimming In The Flood,Passion Pit,Manners,4jmADw2rRriDjzSruTySZ7,0.553,0.763,0,-5.026,0.0299,0.00375,0.000939,0.676,0.457,98.022,297613
Bloody Waters (with Anderson .Paak & James Blake),Kendrick Lamar,Black Panther The Album Music From And Inspired By,4KXwFI9pgJLpUIAc9oSL8j,0.507,0.606,8,-8.758,0.452,0.185,0.0,0.174,0.202,180.607,272307
Lifted Up (1985),Passion Pit,Kindred,0WjvB0SzNvgmuM46UjcMr8,0.568,0.816,0,-3.928,0.0281,0.014,0.000231,0.155,0.31,125.033,263293
Penthouse Cloud,The Internet,Ego Death,1x0OUPKa4Rcj1jCoLI66bZ,0.503,0.416,8,-11.5,0.0721,0.426,0.0166,0.164,0.266,88.9,284187
X (with 2 Chainz & Saudi),Kendrick Lamar,Black Panther The Album Music From And Inspired By,4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023,267427
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,Coloring Book,3eze1OsZ1rqeXkKStNfTmi,0.505,0.397,5,-9.349,0.324,0.716,0.0,0.0853,0.558,95.063,219683
The Reeling - Calvin Harris Remix,Passion Pit,The Reeling - Remixes,0T3YWYoeMFArEn67Aj1KnO,0.721,0.872,8,-7.19,0.051,0.00219,0.0478,0.246,0.447,124.959,382453
How Great (feat. Jay Electronica & My cousin Nicole),Chance the Rapper,Coloring Book,0OT0cCKbSmSMRvyWeqEFBq,0.439,0.483,2,-9.449,0.315,0.477,0.0,0.553,0.292,78.442,337423
Fading,Toro y Moi,Outer Peace,4RKXPNzSNfrlgcCrksmauL,0.739,0.666,1,-8.169,0.21,0.0617,0.164,0.0934,0.666,122.144,197147
Young Dumb & Broke,Khalid,American Teen,5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,Coloring Book,3ZLyt2ndLFBh148XRYjYYZ,0.531,0.544,0,-8.615,0.462,0.308,1.89e-06,0.0835,0.398,131.921,203794
Where Do You Start,Brad Mehldau Trio,Where Do You Start,0gPxAMKPYhnFSAKkBcy3UN,0.411,0.0416,1,-23.23,0.0414,0.96,0.925,0.064,0.0782,97.96,246067
Mistakes,Lake Street Dive,Mistakes,1XD9cAqq0A3eodkWvJ6oFR,0.753,0.39,6,-7.294,0.0403,0.371,0.000815,0.125,0.374,136.747,248387
"Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",Chance the Rapper,Coloring Book,2AgnbuzvnfPvq1sAYNB4pj,0.456,0.609,7,-6.439,0.377,0.617,0.0,0.0724,0.41,86.368,406983
Another Sad Love Song,Khalid,American Teen,52Qu0no0NBho3zyRmjlsHn,0.834,0.472,5,-7.777,0.0873,0.412,6.76e-05,0.0836,0.517,107.014,244747
Sleepyhead,Passion Pit,Manners,4prEPl61C8qZpeo3IkYSMl,0.568,0.719,8,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,174760
"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",Chance the Rapper,Coloring Book,5IdQEHgtmj9th3OkfQKhf8,0.381,0.462,8,-8.014,0.124,0.891,0.0,0.199,0.542,80.08,230017
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187
Half The World Away,AURORA,Half The World Away,3m3Ic148ONaCBx8tGmtkHH,0.591,0.11,8,-13.561,0.0398,0.955,4.88e-06,0.173,0.164,111.72,198947
Don't Lay Your Head,Us The Duo,No Matter Where You Are,5eT0hMWKFU9CYFv73f96in,0.601,0.763,9,-5.854,0.0531,0.299,0.0,0.375,0.36,138.073,203573
Good Kisser,Lake Street Dive,Free Yourself Up,7BDbyDs5FUmnh955RABFd7,0.485,0.591,10,-3.888,0.0453,0.119,0.00278,0.0787,0.636,160.336,218493
Bullet Girl,John Butler Trio,Flesh & Blood,5muDDozAKtO2ZQEt6SSzMK,0.71,0.616,2,-8.634,0.0374,0.714,0.341,0.119,0.176,118.1,320027
I Don't Really See You Anymore,Lake Street Dive,Lake Street Dive,5rIBUKIFdETsNqrs8p3jhA,0.638,0.301,0,-11.068,0.0351,0.574,0.036,0.0771,0.616,145.334,161600
Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,7Ks4VCY1wFebnOdJrM13t6,0.509,0.787,7,-6.754,0.265,0.359,2.76e-05,0.26,0.507,114.449,287360
Wander With Me,Tom Misch,Beat Tape 2,7GLL5dU80NstXjcKlDMJmr,0.8,0.427,6,-7.923,0.0346,0.584,0.0371,0.104,0.218,113.975,287228
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,Coloring Book,0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,11,-5.192,0.174,0.156,0.0,0.123,0.788,135.018,304607
The Lay Down (feat. H.E.R. & WATT),Shelley FKA DRAM,The Lay Down (feat. H.E.R. & WATT),4Fv2Yzpm9q7r6DJujUeUiP,0.477,0.688,0,-3.547,0.0349,0.236,0.00868,0.093,0.377,123.922,289041
Smoke Break (feat. Future),Chance the Rapper,Coloring Book,1Uq3IOIy1CUlHUgP6vWpum,0.705,0.453,3,-8.174,0.196,0.257,0.0,0.143,0.283,124.942,226494
Come Back,Tom Misch,Beat Tape 2,6ao3bIloHQxnTWB3H5591W,0.491,0.307,8,-7.99,0.0303,0.527,0.391,0.1,0.165,89.567,257329
Sunday Candy,Donnie Trumpet & The Social Experiment,Surf,6fTdcGsjxlAD9PSkoPaLMX,0.511,0.596,0,-6.56,0.224,0.53,0.0,0.0798,0.554,158.063,226014
Godawful Things,Lake Street Dive,Side Pony,4PPRuAe8lQol1TooDJgxB8,0.454,0.575,0,-6.065,0.0393,0.00352,0.0235,0.101,0.0755,149.188,227160
Wanna Be Cool,Donnie Trumpet & The Social Experiment,Surf,4Zf351SuPuXo8w6IIMsxev,0.663,0.611,0,-8.287,0.301,0.239,0.0,0.181,0.337,116.947,207560
Whatever Happens,Michael Jackson,Invincible,4fK6bgzyKt4EIv3R1wrUtl,0.677,0.741,10,-2.829,0.0743,0.371,2.37e-06,0.103,0.565,97.011,295667
"Shame, Shame, Shame",Lake Street Dive,Free Yourself Up,6vSNvssxO543E3fD9hwzvu,0.737,0.723,8,-5.891,0.05,0.261,9.69e-05,0.085,0.653,115.384,260053
Falafel,Tom Misch,Beat Tape 2,0UIXVa6O95k2lPNwENBWtO,0.833,0.366,2,-8.916,0.0647,0.274,0.885,0.0673,0.141,91.072,222289
"King's Dead (with Kendrick Lamar, Future & James Blake)",Kendrick Lamar,Black Panther The Album Music From And Inspired By,1eLSF6HfrRA0AsNmTkUlKx,0.566,0.724,1,-4.574,0.323,0.00102,0.0,0.158,0.407,81.774,225267
Hark,Tom Misch,Beat Tape 2,0OIkb1unFOOnCcNI8g4JTG,0.746,0.451,9,-9.065,0.146,0.181,0.892,0.0751,0.186,127.958,163630
Hello? Goodbye!,Lake Street Dive,Lake Street Dive,2xgGUdYsBvZvKqbHWs4HyV,0.369,0.882,9,-6.58,0.037,0.144,4.69e-05,0.0519,0.965,168.215,214267
Ten Feet Tall (II),Passion Pit,Kindred,42Q2bLdqv3DAB2gKRMO5Jo,0.174,0.714,4,-2.215,0.0387,0.0543,4.42e-06,0.338,0.43,131.65,144560
